T	1.00E+11	1.50E+11	1.80E+11	1.90E+11	2.00E+11	2.10E+11	2.20E+11	2.50E+11	3.00E+11
5.15E-01	-9.95E-03	2.14E-03	-9.95E-03	-9.95E-03	-9.95E-03	-9.95E-03	-9.95E-03	-9.95E-03	-9.95E-03
5.20E-01	-9.09E-03	4.09E-03	-9.09E-03	-9.09E-03	-9.09E-03	-9.09E-03	-9.09E-03	-9.09E-03	-9.09E-03
5.25E-01	-7.96E-03	5.85E-03	-7.96E-03	-7.96E-03	-7.96E-03	-7.96E-03	-7.96E-03	-7.96E-03	-7.96E-03
5.30E-01	-6.50E-03	7.37E-03	-6.50E-03	-6.50E-03	-6.50E-03	-6.50E-03	-6.50E-03	-6.50E-03	-6.50E-03
5.35E-01	-4.74E-03	8.58E-03	-4.74E-03	-4.74E-03	-4.74E-03	-4.74E-03	-4.74E-03	-4.74E-03	-4.74E-03
5.40E-01	-2.85E-03	9.47E-03	-2.85E-03	-2.85E-03	-2.85E-03	-2.85E-03	-2.85E-03	-2.85E-03	-2.85E-03
5.45E-01	-7.92E-04	9.98E-03	-7.92E-04	-7.92E-04	-7.92E-04	-7.92E-04	-7.92E-04	-7.92E-04	-7.92E-04
5.50E-01	1.27E-03	1.01E-02	1.27E-03	1.27E-03	1.27E-03	1.27E-03	1.27E-03	1.27E-03	1.27E-03
5.55E-01	3.29E-03	9.83E-03	3.29E-03	3.29E-03	3.29E-03	3.29E-03	3.29E-03	3.29E-03	3.29E-03
5.60E-01	5.17E-03	9.16E-03	5.17E-03	5.17E-03	5.17E-03	5.17E-03	5.17E-03	5.17E-03	5.17E-03
5.65E-01	6.83E-03	8.13E-03	6.83E-03	6.83E-03	6.83E-03	6.83E-03	6.83E-03	6.83E-03	6.83E-03
5.70E-01	8.28E-03	6.76E-03	8.28E-03	8.28E-03	8.28E-03	8.28E-03	8.28E-03	8.28E-03	8.28E-03
5.75E-01	9.31E-03	5.11E-03	9.31E-03	9.31E-03	9.31E-03	9.31E-03	9.31E-03	9.31E-03	9.31E-03
5.80E-01	1.00E-02	3.25E-03	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02
5.85E-01	1.04E-02	1.28E-03	1.04E-02	1.04E-02	1.04E-02	1.04E-02	1.04E-02	1.04E-02	1.04E-02
5.90E-01	1.02E-02	-7.42E-04	1.02E-02	1.02E-02	1.02E-02	1.02E-02	1.02E-02	1.02E-02	1.02E-02
5.95E-01	9.74E-03	-2.73E-03	9.74E-03	9.74E-03	9.74E-03	9.74E-03	9.74E-03	9.74E-03	9.74E-03
6.00E-01	8.80E-03	-4.57E-03	8.80E-03	8.80E-03	8.80E-03	8.80E-03	8.80E-03	8.80E-03	8.80E-03
6.05E-01	7.54E-03	-6.27E-03	7.54E-03	7.54E-03	7.54E-03	7.54E-03	7.54E-03	7.54E-03	7.54E-03
6.10E-01	6.02E-03	-7.73E-03	6.02E-03	6.02E-03	6.02E-03	6.02E-03	6.02E-03	6.02E-03	6.02E-03
6.15E-01	4.20E-03	-8.89E-03	4.20E-03	4.20E-03	4.20E-03	4.20E-03	4.20E-03	4.20E-03	4.20E-03
6.20E-01	2.27E-03	-9.69E-03	2.27E-03	2.27E-03	2.27E-03	2.27E-03	2.27E-03	2.27E-03	2.27E-03
6.25E-01	2.26E-04	-1.01E-02	2.26E-04	2.26E-04	2.26E-04	2.26E-04	2.26E-04	2.26E-04	2.26E-04
6.30E-01	-1.83E-03	-1.01E-02	-1.83E-03	-1.83E-03	-1.83E-03	-1.83E-03	-1.83E-03	-1.83E-03	-1.83E-03
6.35E-01	-3.81E-03	-9.69E-03	-3.81E-03	-3.81E-03	-3.81E-03	-3.81E-03	-3.81E-03	-3.81E-03	-3.81E-03
6.40E-01	-5.65E-03	-8.88E-03	-5.65E-03	-5.65E-03	-5.65E-03	-5.65E-03	-5.65E-03	-5.65E-03	-5.65E-03
6.45E-01	-7.26E-03	-7.73E-03	-7.26E-03	-7.26E-03	-7.26E-03	-7.26E-03	-7.26E-03	-7.26E-03	-7.26E-03
6.50E-01	-8.61E-03	-6.27E-03	-8.61E-03	-8.61E-03	-8.61E-03	-8.61E-03	-8.61E-03	-8.61E-03	-8.61E-03
6.55E-01	-9.56E-03	-4.58E-03	-9.56E-03	-9.56E-03	-9.56E-03	-9.56E-03	-9.56E-03	-9.56E-03	-9.56E-03
6.60E-01	-1.02E-02	-2.71E-03	-1.02E-02	-1.02E-02	-1.02E-02	-1.02E-02	-1.02E-02	-1.02E-02	-1.02E-02
6.65E-01	-1.04E-02	-6.95E-04	-1.04E-02	-1.04E-02	-1.04E-02	-1.04E-02	-1.04E-02	-1.04E-02	-1.04E-02
6.70E-01	-1.01E-02	1.31E-03	-1.01E-02	-1.01E-02	-1.01E-02	-1.01E-02	-1.01E-02	-1.01E-02	-1.01E-02
6.75E-01	-9.54E-03	3.29E-03	-9.54E-03	-9.54E-03	-9.54E-03	-9.54E-03	-9.54E-03	-9.54E-03	-9.54E-03
6.80E-01	-8.50E-03	5.18E-03	-8.50E-03	-8.50E-03	-8.50E-03	-8.50E-03	-8.50E-03	-8.50E-03	-8.50E-03
6.85E-01	-7.16E-03	6.80E-03	-7.16E-03	-7.16E-03	-7.16E-03	-7.16E-03	-7.16E-03	-7.16E-03	-7.16E-03
6.90E-01	-5.52E-03	8.16E-03	-5.52E-03	-5.52E-03	-5.52E-03	-5.52E-03	-5.52E-03	-5.52E-03	-5.52E-03
6.95E-01	-3.65E-03	9.19E-03	-3.65E-03	-3.65E-03	-3.65E-03	-3.65E-03	-3.65E-03	-3.65E-03	-3.65E-03
7.00E-01	-1.65E-03	9.84E-03	-1.65E-03	-1.65E-03	-1.65E-03	-1.65E-03	-1.65E-03	-1.65E-03	-1.65E-03
7.05E-01	4.57E-04	1.01E-02	4.57E-04	4.57E-04	4.57E-04	4.57E-04	4.57E-04	4.57E-04	4.57E-04
7.10E-01	2.50E-03	9.95E-03	2.50E-03	2.50E-03	2.50E-03	2.50E-03	2.50E-03	2.50E-03	2.50E-03
7.15E-01	4.45E-03	9.44E-03	4.45E-03	4.45E-03	4.45E-03	4.45E-03	4.45E-03	4.45E-03	4.45E-03
7.20E-01	6.22E-03	8.55E-03	6.22E-03	6.22E-03	6.22E-03	6.22E-03	6.22E-03	6.22E-03	6.22E-03
7.25E-01	7.74E-03	7.33E-03	7.74E-03	7.74E-03	7.74E-03	7.74E-03	7.74E-03	7.74E-03	7.74E-03
7.30E-01	8.94E-03	5.83E-03	8.94E-03	8.94E-03	8.94E-03	8.94E-03	8.94E-03	8.94E-03	8.94E-03
7.35E-01	9.79E-03	4.05E-03	9.79E-03	9.79E-03	9.79E-03	9.79E-03	9.79E-03	9.79E-03	9.79E-03
7.40E-01	1.03E-02	2.14E-03	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.03E-02
7.45E-01	1.03E-02	1.18E-04	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.03E-02
7.50E-01	9.97E-03	-1.91E-03	9.97E-03	9.97E-03	9.97E-03	9.97E-03	9.97E-03	9.97E-03	9.97E-03
7.55E-01	9.22E-03	-3.84E-03	9.22E-03	9.22E-03	9.22E-03	9.22E-03	9.22E-03	9.22E-03	9.22E-03
7.60E-01	8.09E-03	-5.63E-03	8.09E-03	8.09E-03	8.09E-03	8.09E-03	8.09E-03	8.09E-03	8.09E-03
7.65E-01	6.67E-03	-7.16E-03	6.67E-03	6.67E-03	6.67E-03	6.67E-03	6.67E-03	6.67E-03	6.67E-03
7.70E-01	4.96E-03	-8.44E-03	4.96E-03	4.96E-03	4.96E-03	4.96E-03	4.96E-03	4.96E-03	4.96E-03
7.75E-01	3.08E-03	-9.39E-03	3.08E-03	3.08E-03	3.08E-03	3.08E-03	3.08E-03	3.08E-03	3.08E-03
7.80E-01	1.06E-03	-9.96E-03	1.06E-03	1.06E-03	1.06E-03	1.06E-03	1.06E-03	1.06E-03	1.06E-03
